Temperature_Avg,Pressure_Avg,FlowRate_Avg,Concentration_Avg,Humidity_Avg,NOx_Emission
304.4806111169875,100.87264749897432,49.812640229879904,0.30951171003162486,49.01108428524476,14.27206177083445
292.0934176541759,101.96023552168799,49.03803136932754,0.2521672837836085,50.95449764976905,13.4629548653532
297.7815643533055,103.31022537986276,51.5595179139764,0.340298790393899,54.22849699853036,13.658037425698836
296.89893333881355,101.9235224228413,50.6209542717968,0.31101371754860074,54.6292360475908,13.623115891157306
297.47177827391056,101.60782655412275,46.81525550990117,0.26118475199310254,49.454187669406394,13.766280768996756
301.9944142785776,98.08054761164163,48.58468509334844,0.2885895551130866,48.026430388852944,14.135978229260457
299.84943008512334,102.12448444475164,48.315284036775545,0.2617915058976111,49.232737558466845,13.829674527240897
299.52263876867084,100.34052930270977,50.666996937903676,0.3390627802378742,43.584657151487264,14.22355256089534
301.01447432037247,102.84112165010897,49.38947977130424,0.3529320980702465,54.24026257891321,13.962970941777108
298.50808607065335,99.53177717220711,50.152734563971514,0.2872264069207665,63.48906778312268,13.662671930679457
299.5056254835833,100.8589196451557,50.018762028695036,0.2771232678608059,42.405313053516366,14.165921007889112
301.3787396491076,101.01511990326709,47.726677261188925,0.24942280532469688,46.913772689018806,14.135009949493728
300.69924211624027,100.03535328110658,55.013862540618184,0.346390274764006,40.13523771870407,14.396306478424568
297.0370365238265,97.96320221553137,51.54388188036901,0.3495685550949982,40.61398388874776,14.15330265262229
299.41497789377115,99.81655670363268,47.608758435515036,0.2723258898980479,43.10945847057943,14.120777402324599
301.53274863418545,100.52097781518452,49.584302057390815,0.330522308838895,44.71246306458694,14.241514234588728
303.2462021126397,99.61758131354954,49.33549095799384,0.2625927972362426,42.43798926694848,14.406383648124319
303.58464790156455,104.25675756451706,51.01695359952016,0.28663591269288385,46.56624697966023,14.085019575664704
297.70939518645946,102.51761743401339,50.649739543949245,0.30610364544643576,53.62819330427843,13.834553685708132
298.12184320361445,102.84493303703516,48.741834537195714,0.3383704884317527,53.93148229899663,13.823723747791533
306.1365311691361,102.08802674735355,48.610178750172146,0.30996870972585405,50.16056890099544,14.18920013729524
302.34241591180535,100.11760057318658,51.52352163800079,0.34379114081523704,48.49771027328674,14.256284611987665
299.0887857052854,101.17895295034486,50.962200158583016,0.23624316112351798,46.10346895216384,14.121254078008365
300.00988515994584,99.6635019979094,48.58845592567612,0.3085270135789147,45.62156847576737,14.15435757015257
299.97084905786164,102.4413868720828,46.53013218677101,0.35222937511312413,47.96237427269531,13.957820204088128
302.5856905766067,100.72415236388898,52.25028136254605,0.36189092532083755,49.56849499274797,14.144074252341651
293.14050387415887,102.4700225383237,47.8485957368767,0.33014354063686524,48.49465849848025,13.549277167346585
299.9427340808195,103.19914326526025,48.86431985754401,0.2595360985700259,52.92160331255485,13.825366089895542
301.39961937158796,101.58613230378327,48.80222286244921,0.3284893156236909,42.29740657490112,14.222469714709591
301.8726104028375,99.86920289595474,52.1215640774321,0.32069755487048623,44.57581766176175,14.24879685456974
301.09591184447106,102.18874295280025,49.3572927686828,0.2527597621631661,45.775768417768305,14.021536915868714
304.41221379535796,102.7148540664163,48.89954724104289,0.30384870989994994,45.94038295656351,14.238578887372533
302.9483524823736,102.64951321015035,49.83822638841106,0.41363744046128625,45.929489956741804,14.171499762969095
298.01952791729065,101.15882761598249,50.609943991474935,0.29522383061456825,49.96855206308281,13.869296931579928
295.13306235456423,100.66211351278967,49.25217269478402,0.2605510410577682,45.95255756359299,13.749570037689882
300.65075514511886,100.87946635292323,51.24655882851425,0.24412081709845318,42.767208367822306,14.187814896013332
302.1953117179967,100.28906730401789,50.11844937052246,0.26169687002710085,37.803527697156724,14.359319235690784
306.75592508432965,101.7598789653017,51.397089386607135,0.29941383468607957,49.546338205651416,14.39950296296403
297.8939428888238,102.67794922149687,47.37613752543137,0.212726178439325,52.56268371522792,13.612882135465744
301.57900883940385,100.400299789247,51.932808757861835,0.34019702896809484,46.945892941213614,14.238191823065554
297.45594062396975,102.50685704281912,49.825754806581905,0.2570756506591855,54.23135721450162,13.69770485095584
301.8280051881262,101.67278231503005,48.64850033149325,0.31583572184411335,38.624914725010214,14.211732882713298
305.57351607676276,101.46023989039688,51.06777635351952,0.327890843807135,58.235728455830625,14.231749347778539
297.2916805125459,101.49728883445815,47.075020539504116,0.28490134207041073,58.62986359219857,13.533660063985577
295.41364963016156,100.4552692084077,48.63065686725527,0.27907378961516943,53.042827271818645,13.705719739097866
296.1938533614656,103.116464949231,49.25416691892218,0.3235750186541776,44.535447438238776,13.790175714889584
301.4463004602412,100.17348339159075,48.34175374786188,0.3454622954335306,51.490468427489475,14.101438771817804
303.7569048547927,101.70442782187337,48.87456043607773,0.3376581442726484,51.09698901110161,14.155363887271527
296.1756153328116,101.16819282634485,49.491345277908216,0.3581961604360434,45.14616053392075,13.874874409277638
299.26408690808796,99.46049646865224,49.98352958962938,0.36349497973311085,48.47750407962944,14.093375563287172
298.6234147156018,102.10039222218408,50.18714808160441,0.24596621230747528,51.22581147665257,13.932572035454308
299.626408274307,100.98190427037723,49.749524335310504,0.295938142422672,55.43312973606761,13.907961298954545
293.98973694909415,100.0870975799811,50.64196297914408,0.2897493001133712,44.12016448222738,13.817722649394948
296.2799709917904,100.56682923284492,48.899881464077396,0.2834408568079527,53.32887064467259,13.62646375377534
298.55000572817596,100.20634902269026,50.87460341202661,0.22669526407309443,40.99154148753703,14.00428543239536
300.3321444026605,99.25222525589453,50.09591181375153,0.30732666503047346,49.64937066414974,14.082982614298665
298.4348991247856,103.30633897124558,50.76388369836383,0.23865051026789041,50.12559401800925,13.774747158024063
301.0926003580184,99.10397980004325,50.26567347359905,0.2935118227177985,43.3654467844565,14.23486635186341
301.9218167804935,100.33753755844293,49.14231652926358,0.22105630349239477,41.97884302999184,14.263061010019936
299.61844284878384,102.78552330127054,49.527462195152886,0.3542820307242049,54.40888206377933,13.836625140193116
302.04917794733,100.113480928684,47.945086013860085,0.25084124492155363,56.74526153833907,13.936447263859998
303.86828840057655,102.1004130999905,48.491808233980926,0.28326919962874986,54.347751819540484,14.104048436663982
304.02493408493035,104.33835373469799,48.3288232746125,0.2911966704738077,57.717956959347,13.910973558417602
294.89668455343906,99.39171231039835,52.80231243676767,0.31840105080410586,53.74099936009301,13.733079565132693
296.76612621282925,101.49057632236075,51.311235452501364,0.3374938297510047,49.13713194708785,13.917325795255485
304.2762133161078,100.60403459147945,52.099719095390164,0.3301032583166562,43.332554525821,14.449670513765541
297.3864382702356,102.69290761941554,50.13241761186862,0.2820897534607271,55.39758121909405,13.655668586282724
299.12216620380406,100.54737949997522,52.514788625046776,0.3268917524954956,50.35502612238861,14.027514317859215
299.5884222830363,99.42154285090659,50.40645293526128,0.29757127932321026,53.52804078037116,14.055626234067953
300.43093506416466,102.75617204402765,49.164313806586264,0.30638880028171206,51.534851254901945,13.896500166442436
297.5517537861277,100.89412292565626,48.019541413208096,0.29288252135815046,52.516825672167485,13.778670778573934
300.878160136656,101.63173264519871,47.07951933700004,0.2823851720034787,51.00286996012928,13.931777495212712
297.0275453826431,97.57177811388767,52.44486278378487,0.3161716576033141,54.512877778053586,13.903886435193508
303.3434599764381,97.36688240328492,50.44456694516751,0.3128678804697653,42.46134346713555,14.472378936621128
293.48594141404703,100.46212001315241,48.862150332156496,0.36066631042056213,55.62346511131307,13.463507825364566
300.0059399917123,99.65266767328755,48.553928892168074,0.30769712663379883,49.35594293348741,14.113782012087164
